gmt,ERA5 wind speed (m/s),MERRA2 wind speed (m/s),HRRR wind speed (m/s),MERRA2 air density (kg/m^3),ERA5 density-corrected wind speed (m/s),MERRA2 density-corrected wind speed (m/s),HRRR density-corrected wind speed (m/s),ERA5 CF (raw),ERA5 CF (density adjusted),ERA5 CF (density and loss adjusted),MERRA2 CF (raw),MERRA2 CF (density adjusted),MERRA2 CF (density and loss adjusted),HRRR CF (raw),HRRR CF (density adjusted),HRRR CF (density and loss adjusted)
2021010100,4.705434960911609,4.810990539520808,6.184272002751702,0.9987007418445478,4.395748833409504,4.494357318148045,5.777256867304835,0.04834632172385511,0.03650769538751675,0.03395215671039057,0.05271449636548908,0.04011328276548909,0.03730535297190485,0.12721272209715195,0.10114438569411988,0.09406427869553148
2021010101,4.762535141200615,4.278594820462351,5.917808628033217,1.0008641594725656,4.452301261497003,3.999885051089984,5.532319665624127,0.05068885535775536,0.0385560140371588,0.035857093054557684,0.032438329656105935,0.023783266724606733,0.02211843805388426,0.10970994238642717,0.08724419873598777,0.08113710482446862
2021010102,4.432690108217754,3.6028736813885187,6.558545965279043,1.0030275771005832,4.146926126571057,3.3706058026448735,6.135733595567826,0.03783969347462346,0.028161985415447788,0.02619064643636644,0.01401206143574285,0.009024853802930721,0.00839311403672557,0.15471639240218593,0.12389780991108168,0.11522496321730595
2021010103,3.5615309761340246,3.1517815936335305,3.893451507586893,1.005190994728601,3.3343221651631354,2.9507128529351876,3.645067738488841,0.013124678062322204,0.008197481280383556,0.007623657590756706,0.0,0.0,0.0,0.020883570988260658,0.014933067472604478,0.013887752749522163
2021010104,2.3931854049988264,3.019127971728902,2.339501005008889,1.00523714573986,2.2405457976423415,2.8265651610076383,2.1902854389818045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010105,2.1216740831628984,2.815814208064272,1.2028630101329705,1.0052832967511194,1.9863821200131127,2.636259282499946,1.126160514055652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010106,2.061273753299269,2.487732276498236,1.2551496047391983,1.0053294477623784,1.9298628458510312,2.329133664635234,1.1751309520599644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010107,2.330822019345052,2.214199775633316,1.301677556513534,1.00551748526887,2.1823628411671034,2.0731687246632857,1.21876861765471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010108,2.5877687382932564,1.9068943829121,0.3397110564498559,1.0057055227753613,2.4230946431398976,1.7855481040069072,0.3180933554525993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010109,2.728616620145385,2.015255009366029,1.658449950372037,1.0058935602818528,2.5551388176691567,1.887130740140035,1.553010347467316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010110,2.835166220798313,2.3274494428410226,2.0752496769959423,1.0074349623385392,2.6562697055380453,2.180589413360469,1.9443032327324261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010111,3.647173364459801,2.3948295131300057,1.6285365377605572,1.0089763643952254,3.418781739131455,2.244861592707592,1.5265550661940634,0.014979529022102867,0.010084865340864724,0.009378924767004193,0.0,0.0,0.0,0.0,0.0,0.0
2021010112,3.621196022305851,2.0037953661732097,2.940041095374944,1.0105177664519118,3.3961588037541213,1.8792706144136162,2.7573338720002583,0.01440977805893695,0.009591531402197262,0.008920124204043454,0.0,0.0,0.0,0.0,0.0,0.0
2021010113,3.496373595877511,1.847479324870436,1.24946669707631,1.0130703386585145,3.28185207760457,1.7341264296831567,1.1728051260118437,0.011741984482522838,0.0069365186605026,0.006450962354267418,0.0,0.0,0.0,0.0,0.0,0.0
2021010114,3.477786338642374,1.8625446898054017,0.6634060489573165,1.0156229108651174,3.2671446584244523,1.7497345557893103,0.6232250397715559,0.011347881607250088,0.00656570128805356,0.006106102197889811,0.0,0.0,0.0,0.0,0.0,0.0
2021010115,3.173595872847497,2.08273182064314,2.031640529576554,1.01817548307172,2.983873940338592,1.958223243703358,1.9101862603885749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010116,2.946466721249903,2.1461407130983927,2.8140131094176075,1.0131142514097828,2.7657249378208277,2.0144924249376484,2.6413962784448204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010117,2.7044660868016672,1.5894616750202877,0.9347301744291798,1.0080530197478457,2.5343346922510452,1.48947250056709,0.8759285688626446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021010118,2.711862488793153,1.899801955747066,4.641214337063484,1.0029917880859085,2.537005605048596,1.777305534528606,4.341955698720564,0.0,0.0,0.0,0.0,0.0,0.0,0.045769592775144474,0.034609415304707625,0.03218675623337809
2021010119,3.295447650515218,2.576378215922896,6.383588262609482,1.0003453591443576,3.080248168981892,2.408135441314208,5.966726873771759,0.007271967353091213,0.0,0.0,0.0,0.0,0.0,0.14142935711274518,0.11279716768227033,0.1049013659445114
2021010120,3.7754466197052783,3.222019982348594,5.296309109805158,0.9976989302028068,3.5257875524718822,3.008957374284675,4.946079924936716,0.01792605895448318,0.012365047591856637,0.011499494260426672,0.0,0.0,0.0,0.07497749601242631,0.05854514864408955,0.05444698823900328
2021010121,3.810803143683831,3.681965633344625,6.730484619691544,0.995052501261256,3.5556566519335804,3.4354452599031537,6.279855323518225,0.018785077040231357,0.012999475636213731,0.012089512341678769,0.015755158051153018,0.010444350767130572,0.009713246213431432,0.1685100228109171,0.1339085568760865,0.12453495789476043
2021010122,4.1446388890403085,3.942179045686989,6.59854032373169,0.996849033070457,3.8694668650435444,3.6804487922195994,6.160448189551589,0.028090608804809847,0.02026112184476858,0.01884284331563478,0.022183023874447372,0.015721014813124157,0.014620543776205464,0.1578599507295202,0.12557853697226662,0.11678803938420795
2021010123,4.803702730211374,4.298348261856826,7.226110376659514,0.998645564879658,4.487466507450344,4.015380415013974,6.750402786263191,0.05240762347722949,0.0398561727106852,0.03706624062093723,0.03310752045147325,0.02422436688485874,0.022528661202918625,0.21229589890638678,0.17015485468067482,0.15824401485302758
2021010200,5.901736335768532,5.340778513860905,7.464548111893822,1.000442096688859,5.516518676662038,4.992175648557224,6.977322728319127,0.10870771831867287,0.08638986100933366,0.0803425707386803,0.07721028826909304,0.060597164961130545,0.0563553634138514,0.2354689549416129,0.18957562086324486,0.1763053274028177
